,Id,SalePrice,SalePrice_log,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
792,793,269790,12.50539916,60,92,9920,7,1996,0,Gd,862,255,1117,1127,886,2013,1,0,2,1,1,TA,8,Attchd,Unf,455,TA,180,130,0,0,0,3130,4004,130,3.5,0,1,1,1,0,1,1,0,1,1,2,0,2
793,794,225000,12.32385568,20,76,9158,8,2007,140,Gd,0,1496,1496,1496,0,1496,0,0,2,0,1,Gd,7,Attchd,Fin,474,TA,168,130,0,0,0,2992,4014,130,2,0,0,1,1,0,1,1,0,0,1,2,1,1
794,795,194500,12.17818744,60,70.04995837,10832,7,1994,0,Gd,0,712,712,1086,809,1895,0,0,2,1,1,Gd,7,Attchd,Fin,409,TA,143,46,0,0,0,2607,4004,46,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
795,796,171000,12.04941884,60,70,8400,6,1980,130,TA,0,650,650,888,676,1564,0,0,2,1,1,TA,7,Attchd,Unf,476,TA,0,50,0,0,204,2214,3991,254,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
796,797,143500,11.87409031,20,71,8197,6,1977,148,TA,0,660,660,1285,0,1285,0,0,1,1,1,TA,7,Attchd,RFn,528,TA,138,0,0,0,0,1945,3984,0,1.5,0,0,0,1,0,1,1,0,0,1,1,0,1
797,798,110000,11.60823564,20,57,7677,5,1953,0,TA,570,203,773,773,0,773,0,0,1,0,1,TA,4,Attchd,Unf,240,TA,0,0,0,0,0,1546,3961,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
798,799,485000,13.09190417,60,104,13518,9,2008,860,Ex,0,1926,1926,1966,1174,3140,0,0,3,1,1,Ex,11,BuiltIn,Fin,820,TA,144,78,0,0,0,5066,4018,78,3.5,3,1,1,1,0,1,1,1,0,1,2,1,2
799,800,175000,12.07254125,50,60,7200,5,1937,252,TA,569,162,731,981,787,1768,1,0,1,1,1,Gd,7,Detchd,Unf,240,TA,0,0,264,0,0,2499,3957,264,2.5,0,1,1,0,0,1,1,0,0,1,0,0,1
800,801,200000,12.20607265,60,79,12798,6,1997,0,TA,462,154,616,616,1072,1688,1,0,2,1,1,Gd,8,Attchd,RFn,603,TA,403,114,185,0,0,2304,4005,299,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
801,802,109900,11.60732614,30,40,4800,4,1916,0,TA,197,999,1196,1196,0,1196,1,0,1,0,1,TA,5,Detchd,Unf,440,TA,0,0,0,0,0,2392,3997,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0
802,803,189000,12.14950229,60,63,8199,7,2005,0,Gd,648,80,728,728,728,1456,1,0,2,1,1,Gd,7,Attchd,Fin,410,TA,36,18,0,0,0,2184,4013,18,3.5,0,1,1,1,0,1,1,0,0,1,2,0,1
803,804,582933,13.27582754,60,107,13891,9,2008,424,Ex,0,1734,1734,1734,1088,2822,0,0,3,1,1,Ex,12,BuiltIn,RFn,1020,TA,52,170,0,0,192,4556,4018,362,3.5,3,1,1,1,0,1,1,1,0,1,2,1,2
804,805,118000,11.6784399,20,75,9000,5,1954,0,TA,812,124,936,1128,0,1128,0,0,1,0,1,TA,5,Attchd,Unf,286,TA,0,0,0,0,0,2064,3960,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
805,806,227680,12.33569641,20,91,12274,7,2008,256,Gd,0,1417,1417,1428,0,1428,0,0,2,0,1,Ex,6,Attchd,RFn,554,TA,0,60,0,0,0,2845,4016,60,2,0,0,1,0,0,1,1,0,1,1,2,1,1
806,807,135500,11.81672692,80,75,9750,5,1967,0,TA,400,100,980,980,0,980,0,0,2,0,1,TA,6,Attchd,Fin,384,TA,68,0,0,0,0,1960,3973,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
807,808,223500,12.31716669,70,144,21384,5,1923,0,TA,1309,15,1324,1072,504,1576,2,0,1,1,1,Gd,6,Attchd,RFn,528,TA,0,312,0,0,0,2900,4013,312,3.5,0,1,1,0,0,1,1,0,0,1,1,0,1
808,809,159950,11.98261655,80,85,13400,5,1966,1047,TA,516,380,1024,1086,0,1086,1,0,1,0,1,TA,6,Attchd,RFn,484,TA,0,0,0,0,0,2110,3972,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
809,810,106000,11.57119437,75,90,8100,5,1898,0,TA,0,849,849,1075,1063,2138,0,0,2,0,3,TA,11,Detchd,Unf,360,Fa,40,156,0,0,0,2987,3974,156,2,0,1,1,1,0,1,1,0,0,1,2,0,1
810,811,181000,12.10625231,20,78,10140,6,1974,99,TA,663,0,1040,1309,0,1309,1,0,1,1,1,Gd,5,Attchd,RFn,484,TA,265,0,0,0,0,2349,4005,0,2.5,0,0,0,1,1,1,1,0,0,1,1,0,1
811,812,144500,11.88103479,120,70.04995837,4438,6,2004,169,Gd,662,186,848,848,0,848,1,0,1,0,1,Gd,4,Attchd,Fin,420,TA,140,0,0,0,0,1696,4012,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
812,813,55993,10.93298196,20,66,8712,5,1952,0,Fa,0,540,540,1044,0,1044,0,0,1,0,1,Fa,4,Basment,Unf,504,TA,0,0,0,0,0,1584,3962,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
813,814,157900,11.9697172,20,75,9750,6,1958,243,TA,608,834,1442,1442,0,1442,0,0,1,1,1,TA,7,Attchd,RFn,301,TA,0,0,275,0,0,2884,3965,275,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
814,815,116000,11.66134547,50,45,8248,5,1918,0,TA,0,686,686,686,564,1250,0,1,1,1,1,Fa,7,Detchd,Unf,280,TA,207,0,96,0,0,1936,3956,96,2,0,1,1,1,0,1,1,0,0,1,0,0,1
815,816,224900,12.32341114,20,48,12137,7,1998,442,TA,0,1649,1649,1661,0,1661,0,0,2,0,1,Gd,6,Attchd,RFn,598,TA,0,34,0,0,0,3310,4008,34,2,0,0,1,0,0,1,1,0,1,1,2,0,1
816,817,137000,11.8277362,20,70.04995837,11425,5,1954,0,TA,486,522,1008,1008,0,1008,0,0,1,0,1,TA,4,Attchd,RFn,275,TA,0,0,120,0,0,2016,3960,120,1,0,0,1,0,0,1,1,0,1,1,1,0,1
817,818,271000,12.5098741,20,70.04995837,13265,8,2002,148,Gd,1218,350,1568,1689,0,1689,1,0,2,0,1,Gd,7,Attchd,RFn,857,TA,150,59,0,0,0,3257,4010,59,3,3,0,1,1,0,1,1,0,1,1,2,0,1
818,819,155000,11.9511804,80,80,8816,6,1971,80,TA,504,506,1010,1052,0,1052,1,0,1,0,1,TA,6,Attchd,Unf,440,TA,0,0,0,0,0,2062,3981,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
819,820,224000,12.31940133,120,44,6371,7,2009,128,Gd,733,625,1358,1358,0,1358,1,0,2,0,1,Gd,6,Attchd,RFn,484,TA,192,35,0,0,0,2716,4020,35,3,0,0,1,1,0,1,1,0,1,1,2,1,2
820,821,183000,12.11724143,60,72,7226,7,2003,0,Gd,0,798,798,798,842,1640,0,0,2,1,1,Gd,6,Attchd,RFn,595,TA,0,45,0,0,0,2438,4011,45,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
821,822,93000,11.44035477,20,60,6000,4,1953,0,Fa,0,936,936,936,0,936,0,0,1,0,1,TA,4,Detchd,Unf,576,TA,0,32,112,0,0,1872,3962,144,1,0,0,1,0,0,1,1,0,0,1,1,0,1
822,823,225000,12.32385568,60,70.04995837,12394,7,2003,0,Gd,0,847,847,847,886,1733,0,0,2,1,1,Gd,7,BuiltIn,Fin,433,TA,100,48,0,0,0,2580,4010,48,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
823,824,139500,11.84581988,50,60,9900,6,1940,0,TA,0,778,778,944,545,1489,0,0,2,0,1,TA,7,Detchd,Unf,240,TA,335,0,0,0,0,2267,3959,0,2,0,1,0,1,0,1,1,0,0,1,0,0,1
824,825,232600,12.35707552,20,81,11216,8,2006,0,Gd,0,1489,1489,1489,0,1489,0,0,2,0,1,Gd,7,Attchd,RFn,776,TA,0,140,0,0,0,2978,4012,140,2,0,0,1,0,0,1,1,0,0,1,2,0,1
825,826,385000,12.86099861,20,114,14803,10,2007,816,Ex,1636,442,2078,2084,0,2084,1,0,2,0,1,Ex,7,Attchd,Fin,1220,TA,188,45,0,0,0,4162,4016,45,3,3,0,1,1,0,1,1,1,0,1,2,0,2
826,827,109500,11.60367983,45,50,6130,5,1924,0,TA,784,0,784,784,0,784,1,0,1,0,1,Gd,5,None,None,0,None,0,0,116,0,0,1568,3958,116,2,0,0,1,0,0,1,1,0,0,1,0,0,1
827,828,189000,12.14950229,20,65,8529,7,2001,0,Gd,20,1434,1454,1434,0,1434,0,0,2,0,1,Gd,6,Attchd,RFn,527,TA,290,39,0,0,0,2888,4010,39,2,0,0,1,1,0,1,1,0,1,1,2,0,1
828,829,185000,12.1281111,60,70.04995837,28698,5,1967,0,TA,249,0,1013,1160,966,2126,0,1,2,1,1,TA,7,Attchd,Fin,538,TA,486,0,0,0,225,3139,3976,225,3,0,1,1,1,0,1,1,0,1,1,2,0,1
829,830,147400,11.90090526,160,24,2544,7,2005,0,Gd,0,600,600,520,623,1223,0,0,2,1,1,Gd,4,Detchd,RFn,480,TA,0,166,0,0,0,1823,4011,166,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
830,831,166000,12.01974307,20,80,11900,6,1957,387,TA,1040,352,1392,1392,0,1392,1,0,1,1,1,TA,6,Attchd,RFn,458,TA,0,0,0,0,192,2784,3965,192,2.5,0,0,1,0,0,1,1,0,1,1,1,0,1
831,832,151000,11.92503512,160,30,3180,7,2005,0,TA,0,600,600,520,600,1200,0,0,2,1,1,Gd,4,Detchd,RFn,480,TA,0,166,0,0,0,1800,4011,166,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
832,833,237000,12.37581542,60,44,9548,7,2003,223,Gd,483,458,941,941,888,1829,1,0,2,1,1,Gd,7,Attchd,RFn,613,TA,192,39,0,0,0,2770,4013,39,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
833,834,167000,12.02574909,20,100,10004,6,1964,180,TA,196,975,1516,1516,0,1516,0,0,1,1,1,TA,6,Attchd,RFn,472,TA,0,0,0,0,152,3032,3973,152,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
834,835,139950,11.84904049,20,75,7875,5,1961,136,TA,572,572,1144,1144,0,1144,1,0,1,0,1,TA,6,Attchd,Unf,456,TA,0,0,0,0,0,2288,3969,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
835,836,128000,11.75978554,20,60,9600,4,1950,0,TA,442,625,1067,1067,0,1067,0,0,2,0,1,Gd,4,Attchd,Unf,436,TA,290,0,0,0,0,2134,4005,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
836,837,153500,11.94145585,30,90,8100,5,1948,0,TA,338,1221,1559,1559,0,1559,1,0,1,0,1,TA,5,Detchd,Unf,812,TA,0,116,230,0,0,3118,3980,346,2,0,0,1,0,0,1,1,0,0,1,0,0,1
837,838,100000,11.51292546,160,21,1680,6,1973,158,TA,330,153,483,483,504,987,1,0,1,1,1,TA,5,Detchd,Unf,264,TA,0,0,0,0,0,1470,3981,0,2.5,0,1,0,0,0,1,1,0,0,1,1,0,0
838,839,144000,11.87756858,20,75,9525,5,1995,0,TA,0,1099,1099,1099,0,1099,0,0,1,1,1,Gd,6,Attchd,Unf,352,TA,278,0,0,0,0,2198,4014,0,1.5,0,0,0,1,0,1,1,0,0,1,2,0,1
839,840,130500,11.77912851,50,70,11767,5,1946,0,TA,352,416,768,768,432,1200,0,0,1,0,1,TA,6,Detchd,Unf,240,TA,0,0,0,0,0,1968,4003,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
840,841,140000,11.8493977,70,70.04995837,12155,6,1925,0,TA,156,516,672,810,672,1482,0,0,2,0,1,Fa,7,Detchd,Unf,400,TA,0,0,254,0,0,2154,3958,254,2,0,1,1,0,0,1,1,0,1,1,0,0,1
841,842,157500,11.96718074,70,60,10440,5,1904,0,TA,0,650,650,958,581,1539,0,0,2,0,1,Gd,8,Detchd,Unf,686,Gd,70,78,68,0,0,2189,4010,146,2,0,1,1,1,0,1,1,0,0,1,2,0,1
842,843,174900,12.07196966,80,82,9020,6,1966,183,TA,312,276,1127,1165,0,1165,1,0,1,1,1,TA,6,Attchd,RFn,490,Gd,0,129,0,0,0,2292,3974,129,2.5,0,0,1,0,0,1,1,0,0,1,1,0,1
843,844,141000,11.85651517,90,80,8000,5,1961,0,TA,0,1800,1800,1800,0,1800,0,0,2,0,2,TA,10,None,None,0,None,0,0,0,0,0,3600,3968,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
844,845,153900,11.94405832,50,100,12665,5,1915,0,TA,0,876,876,876,540,1416,0,0,1,1,1,TA,7,Detchd,Unf,720,TA,418,0,194,0,0,2292,3958,194,1.5,3,1,1,1,0,1,1,0,1,1,0,0,1
845,846,171000,12.04941884,85,70.04995837,16647,5,1975,0,TA,1390,0,1390,1701,0,1701,1,0,2,0,1,TA,6,Basment,Fin,611,TA,0,0,0,0,0,3091,3988,0,3,0,0,0,0,0,1,1,0,1,1,1,0,1
846,847,213000,12.26904744,60,75,9317,7,1993,137,Gd,513,227,740,1006,769,1775,1,0,2,1,1,Gd,7,Attchd,Unf,425,TA,234,72,192,0,0,2515,4002,264,3.5,0,1,1,1,0,1,1,0,0,1,2,0,1
847,848,133500,11.80185676,20,36,15523,5,1972,0,TA,460,404,864,864,0,864,1,0,1,0,1,TA,5,Attchd,Unf,338,TA,0,0,0,0,0,1728,3981,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1
848,849,240000,12.3883942,50,75,45600,6,1908,0,TA,0,907,907,1307,1051,2358,0,0,3,0,1,TA,10,Detchd,Unf,360,Fa,486,40,0,0,175,3265,4005,215,3,0,1,1,1,0,1,1,0,1,1,0,0,1
849,850,187000,12.1388639,80,80,9600,6,1976,360,Gd,0,528,528,1094,761,1855,0,0,2,1,1,TA,7,Attchd,RFn,512,TA,113,100,0,0,0,2383,4001,100,2.5,0,1,1,1,0,1,1,0,0,1,1,0,1
850,851,131500,11.78676213,120,36,4435,6,2003,170,Gd,659,189,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,Fin,420,TA,140,0,0,0,0,1696,4010,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
851,852,215000,12.27839331,120,70.04995837,3196,8,2003,40,Gd,0,1273,1273,1456,0,1456,0,0,2,0,1,Gd,7,Attchd,Fin,400,TA,143,20,0,0,0,2729,4009,20,2,0,0,1,1,0,1,1,0,0,1,2,0,1
852,853,164000,12.00762171,75,53,7128,7,1941,0,TA,364,554,918,918,728,1646,0,0,2,0,1,TA,7,Detchd,Unf,240,TA,0,0,0,0,126,2564,3957,126,2,0,1,1,0,0,1,1,0,0,1,1,0,1
853,854,158000,11.97035031,80,70.04995837,12095,6,1964,115,TA,564,563,1127,1445,0,1445,0,0,1,1,1,TA,7,Attchd,RFn,645,TA,180,0,0,0,0,2572,3973,0,1.5,0,0,0,1,0,1,1,0,1,1,1,0,1
854,855,170000,12.04355372,20,102,17920,5,1955,0,TA,306,372,1763,1779,0,1779,1,0,1,1,1,TA,6,Attchd,Unf,454,TA,0,418,0,0,312,3542,3980,730,2.5,0,0,1,0,0,1,1,0,0,1,1,0,1
855,856,127000,11.75194237,20,70.04995837,6897,5,1962,0,TA,659,381,1040,1040,0,1040,1,0,1,1,1,TA,6,Detchd,Unf,260,TA,0,104,0,0,0,2080,4020,104,2.5,0,0,1,0,0,1,1,0,1,1,1,0,1
856,857,147000,11.89818787,80,70.04995837,10970,6,1978,0,TA,505,0,940,1026,0,1026,1,0,1,0,1,TA,5,Detchd,Unf,576,TA,0,0,34,0,0,1966,3986,34,2,0,0,1,0,0,1,1,0,1,1,1,0,1
857,858,174000,12.06681058,60,65,8125,6,1994,0,TA,0,702,702,702,779,1481,0,0,2,1,1,TA,6,Attchd,Fin,343,TA,0,36,0,0,0,2183,4004,36,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
858,859,152000,11.9316358,20,80,10400,7,1976,189,TA,0,1090,1090,1370,0,1370,0,0,2,0,1,TA,6,Attchd,RFn,479,TA,0,0,0,0,0,2460,3985,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
859,860,250000,12.4292162,60,70.04995837,11029,6,1968,220,TA,619,435,1054,1512,1142,2654,1,0,2,1,1,Gd,9,Attchd,Unf,619,TA,0,65,0,0,222,3708,3990,287,3.5,0,1,1,0,0,1,1,0,1,1,1,0,1
860,861,189950,12.15451616,50,55,7642,7,1918,0,Gd,0,912,912,912,514,1426,0,0,1,1,1,Gd,7,Detchd,Unf,216,TA,0,240,0,0,0,2338,4005,240,1.5,0,1,1,0,0,1,1,0,0,1,0,0,1
861,862,131500,11.78676213,190,75,11625,5,1965,0,TA,841,198,1039,1039,0,1039,1,0,1,1,1,TA,6,Attchd,Unf,504,TA,0,0,0,0,0,2078,3975,0,2.5,0,0,0,0,0,1,1,0,0,1,2,0,1
862,863,152000,11.9316358,20,81,9672,6,1984,0,TA,338,702,1040,1097,0,1097,0,0,2,0,1,TA,6,Attchd,Unf,480,TA,0,0,0,0,0,2137,3995,0,2,0,0,0,0,0,1,1,0,0,1,2,0,1
863,864,132500,11.79433792,20,70,7931,5,1959,0,TA,1148,0,1148,1148,0,1148,1,0,1,0,1,TA,6,Attchd,Unf,672,TA,0,0,0,0,0,2296,3968,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
864,865,250580,12.43153351,20,72,8640,7,2007,0,Gd,0,1372,1372,1372,0,1372,0,0,2,0,1,Gd,6,Attchd,Fin,529,TA,0,140,0,0,0,2744,4016,140,2,0,0,1,0,0,1,1,1,0,1,2,0,1
865,866,148500,11.90834024,20,70.04995837,8750,5,1970,76,TA,828,174,1002,1002,0,1002,1,0,1,0,1,TA,5,Detchd,Unf,902,TA,0,0,0,0,0,2004,3979,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1
866,867,248900,12.42480649,20,67,10656,8,2006,274,Gd,0,1638,1638,1646,0,1646,0,0,2,0,1,Gd,6,Attchd,RFn,870,TA,192,80,0,0,0,3284,4014,80,2,3,0,1,1,0,1,1,0,1,1,2,1,1
867,868,129000,11.76756768,20,85,6970,4,1961,0,TA,932,108,1040,1120,0,1120,1,0,1,1,1,Fa,5,Attchd,RFn,544,TA,168,0,0,0,0,2160,3968,0,2.5,0,0,0,1,0,1,1,0,0,1,1,0,1
868,869,169000,12.03765399,60,70.04995837,14762,5,1948,0,TA,0,0,0,1547,720,2320,0,0,2,0,1,TA,7,Attchd,Unf,672,TA,120,144,0,0,0,2320,3956,144,2,0,1,1,1,0,1,1,0,1,1,0,0,1
869,870,236000,12.37158708,60,80,9938,7,1993,246,Gd,750,300,1050,1062,887,1949,1,0,2,1,1,Gd,8,Attchd,Fin,574,TA,156,90,0,0,0,2999,4004,90,3.5,0,1,1,1,0,1,1,0,0,1,2,0,1
870,871,109500,11.60367983,20,60,6600,5,1962,0,TA,0,894,894,894,0,894,0,0,1,0,1,TA,5,Detchd,Unf,308,TA,0,0,0,0,0,1788,3971,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
871,872,200500,12.20856953,60,70,8750,6,1998,116,TA,505,299,804,804,878,1682,0,0,2,1,1,Gd,7,Attchd,RFn,523,TA,0,77,0,0,0,2486,4008,77,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
872,873,116000,11.66134547,20,74,8892,5,1953,0,Gd,0,105,105,910,0,910,0,0,1,0,1,Gd,5,Attchd,Unf,414,TA,196,0,150,0,0,1015,4004,150,1,0,0,1,1,0,1,1,0,0,1,0,0,1
873,874,133000,11.79810441,40,60,12144,5,1949,0,Gd,375,457,832,1036,0,1268,0,0,1,0,1,TA,6,Attchd,Unf,288,TA,0,28,0,0,0,2100,3959,28,1,0,0,1,0,0,1,1,0,0,1,1,0,1
874,875,66500,11.10495723,50,52,5720,5,1941,0,TA,0,676,676,676,455,1131,0,0,1,1,1,TA,5,Detchd,Unf,200,TA,26,0,0,0,0,1807,3959,0,1.5,0,1,0,1,0,1,1,0,0,1,1,0,1
875,876,303477,12.6230611,60,75,9000,8,2007,0,Gd,64,1120,1184,1184,1426,2610,0,0,2,1,1,Ex,11,BuiltIn,Fin,550,TA,208,364,0,0,0,3794,4014,364,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
876,877,132250,11.79244935,20,94,25286,4,1963,0,TA,633,431,1064,1040,0,1040,1,0,1,0,1,TA,5,Attchd,Unf,648,TA,0,0,0,0,0,2104,3970,0,2,0,0,0,0,0,1,1,0,0,1,2,0,1
877,878,350000,12.76568843,60,74,8834,9,2004,216,Gd,1170,292,1462,1462,762,2224,1,0,2,1,1,Ex,10,Attchd,Fin,738,TA,184,0,0,0,0,3686,4014,0,3.5,3,1,0,1,0,1,1,1,0,1,2,1,2
878,879,148000,11.90496755,85,88,11782,5,1961,0,TA,899,210,1109,1155,0,1155,1,0,1,0,1,Gd,6,Detchd,Unf,576,TA,192,0,0,0,0,2264,4005,0,2,0,0,0,1,0,1,1,0,1,1,1,0,1
879,880,136500,11.82407989,20,70.04995837,7000,5,1978,90,Gd,646,218,864,864,0,864,1,0,1,0,1,TA,6,Attchd,Unf,336,TA,0,0,0,0,0,1728,4014,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1
880,881,157000,11.96400108,20,60,7024,5,2005,0,TA,980,110,1090,1090,0,1090,1,0,1,1,1,TA,5,Attchd,Fin,450,TA,0,49,0,0,0,2180,4013,49,2.5,0,0,1,0,0,1,1,1,0,1,2,0,1
881,882,187500,12.14153412,50,44,13758,7,1990,117,Gd,902,254,1156,1187,530,1717,0,0,2,1,1,Gd,7,Attchd,RFn,400,TA,168,36,0,0,0,2873,3998,36,2.5,0,1,1,1,0,1,1,0,1,1,1,0,1
882,883,178000,12.08953883,60,70.04995837,9636,6,1992,0,TA,0,808,808,808,785,1593,0,0,2,1,1,TA,7,BuiltIn,RFn,389,TA,342,40,0,0,0,2401,4002,40,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
883,884,118500,11.68266824,75,60,6204,4,1912,0,Gd,0,795,795,954,795,2230,1,0,1,0,1,TA,10,Detchd,Unf,440,TA,0,188,0,0,0,3025,3956,188,2,0,1,1,0,0,1,1,0,0,1,2,0,1
884,885,100000,11.51292546,20,65,7150,5,1967,60,TA,432,460,892,892,0,892,0,0,1,0,1,TA,5,Attchd,RFn,288,TA,0,0,0,0,0,1784,3976,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
885,886,328900,12.70350903,120,50,5119,9,1999,60,Gd,1238,460,1698,1709,0,1709,1,0,2,0,1,Gd,5,Attchd,Fin,506,TA,97,65,0,0,0,3407,4008,65,3,0,0,1,1,0,1,1,1,1,1,2,0,1
886,887,145000,11.88448902,90,70,8393,5,1959,122,TA,528,1098,1626,1712,0,1712,0,0,2,0,2,TA,8,Attchd,Fin,588,TA,272,54,0,0,0,3338,4011,54,2,0,0,1,1,0,1,1,0,0,1,1,0,1
887,888,135500,11.81672692,50,59,16466,5,1955,0,TA,0,816,816,872,521,1393,0,0,1,1,1,TA,8,Attchd,Unf,300,TA,121,0,0,0,265,2209,3963,265,1.5,0,1,1,1,0,1,1,0,1,1,2,0,1
888,889,268000,12.49874226,20,95,15865,8,1970,0,Gd,351,1043,2217,2217,0,2217,1,0,2,0,1,Gd,8,Attchd,Unf,621,TA,81,207,0,0,224,4434,3977,431,3,0,0,1,1,0,1,1,0,1,1,2,0,1
889,890,149500,11.91505167,20,128,12160,6,1953,90,TA,1024,481,1505,1505,0,1505,1,0,1,0,1,TA,6,Attchd,RFn,505,TA,0,0,0,162,0,3010,3962,162,2,0,0,1,0,0,1,1,0,0,1,1,0,1
890,891,122900,11.7191263,50,60,8064,5,1949,0,TA,0,672,672,672,252,924,0,0,1,0,1,TA,6,Detchd,Unf,576,TA,0,0,0,0,0,1596,4013,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
891,892,172500,12.05815252,60,70,11184,6,1978,92,TA,226,192,918,918,765,1683,0,0,2,1,1,TA,7,Attchd,RFn,440,TA,243,0,0,0,0,2601,3987,0,2.5,0,1,0,1,0,1,1,0,0,1,1,0,1
892,893,154500,11.94794938,20,70,8414,6,1963,0,TA,663,396,1059,1068,0,1068,0,1,1,0,1,TA,6,Attchd,RFn,264,TA,192,0,0,0,0,2127,4009,0,1.5,0,0,0,1,0,1,1,0,0,1,1,0,1
893,894,165000,12.01370075,20,70.04995837,13284,5,1954,0,TA,1064,319,1383,1383,0,1383,1,0,1,0,1,TA,6,Attchd,Unf,354,TA,511,116,0,0,0,2766,3962,116,2,0,0,1,1,0,1,1,0,0,1,2,0,1
894,895,118858,11.68568478,90,64,7018,5,1979,0,TA,0,0,0,1535,0,1535,0,0,2,0,2,TA,8,Attchd,Unf,400,TA,0,0,0,0,0,1535,3988,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1
895,896,140000,11.8493977,60,71,7056,6,1963,415,TA,400,380,780,983,813,1796,1,0,1,1,1,TA,8,Attchd,RFn,483,TA,0,50,0,0,0,2576,3971,50,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
896,897,106500,11.57590026,30,50,8765,4,1936,0,TA,285,666,951,951,0,951,0,0,1,0,1,TA,6,Detchd,Unf,327,TA,0,28,0,0,0,1902,3956,28,1,0,0,1,0,0,1,1,0,0,1,0,0,0
897,898,142953,11.87027118,90,64,7018,5,1979,0,TA,0,0,0,1120,1120,2240,0,0,2,0,2,TA,12,Detchd,Unf,528,TA,154,0,0,0,0,2240,3988,0,2,0,1,0,1,0,1,1,0,0,1,0,0,1
898,899,611657,13.32392695,20,100,12919,9,2009,760,Ex,2188,142,2330,2364,0,2364,1,0,2,1,1,Ex,11,Attchd,Fin,820,TA,0,67,0,0,0,4694,4020,67,3.5,3,0,1,0,0,1,1,1,1,1,2,1,2
899,900,135000,11.81303006,20,65,6993,5,1961,0,TA,465,447,912,1236,0,1236,0,0,1,0,1,TA,6,Attchd,Unf,288,TA,0,0,0,0,0,2148,4000,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
900,901,110000,11.60823564,20,70.04995837,7340,4,1971,0,TA,322,536,858,858,0,858,0,0,1,0,1,TA,4,Detchd,Unf,684,TA,0,0,0,0,0,1716,3978,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
901,902,153000,11.9381932,20,64,8712,5,1957,0,TA,860,132,992,1306,0,1306,1,0,1,0,1,TA,5,Detchd,Unf,756,TA,0,0,0,0,0,2298,4009,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1
902,903,180000,12.10071213,60,63,7875,7,2003,0,Gd,0,783,783,807,702,1509,0,0,2,1,1,Gd,8,Attchd,Fin,393,TA,0,75,0,0,0,2292,4009,75,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
903,904,240000,12.3883942,20,50,14859,7,2006,27,Gd,0,1670,1670,1670,0,1670,0,0,2,0,1,Gd,7,Attchd,RFn,690,TA,144,60,0,0,0,3340,4012,60,2,3,0,1,1,0,1,1,0,1,1,2,0,1
