,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,PoolQC,Fence,MiscFeature,SalePrice_log,SalePrice
1350,TA,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,12.206072645530174,200000
1351,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,Gd,Fin,TA,None,None,None,12.049418835484797,171000
1352,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.812289042195847,134900
1353,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Ex,Fin,TA,None,None,None,12.92391243868049,410000
1354,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.367340793126296,235000
1355,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,TA,RFn,TA,None,GdPrv,None,12.043553716032399,170000
1356,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,RFn,TA,None,GdWo,None,11.608235644774552,110000
1357,TA,TA,No,GLQ,Unf,Ex,Y,TA,Typ,Fa,Fin,TA,None,None,None,11.917723684090689,149900
1358,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.086725887897607,177500
1359,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.66032791780777,315000
1360,TA,Fa,No,Unf,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,None,None,12.14950229404178,189000
1361,Ex,TA,Av,ALQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.468436909997665,260000
1362,TA,Fa,No,Unf,Unf,Gd,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.560762794384388,104900
1363,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,11.963567869487337,156932
1364,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.87862357740665,144152
1365,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.283033686666302,216000
1366,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.170445467887022,193000
1367,TA,TA,No,ALQ,Rec,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,11.751942365440728,127000
1368,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,11.877568578558138,144000
1369,Gd,TA,Av,BLQ,GLQ,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.354492650648448,232000
1370,TA,TA,No,ALQ,Rec,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.56171562913966,105000
1371,TA,TA,Av,BLQ,Unf,Gd,Y,Gd,Typ,TA,RFn,TA,None,MnPrv,None,12.016726473799254,165500
1372,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.521977676925694,274300
1373,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,13.053013299269535,466500
1374,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.429216196844383,250000
1375,Gd,TA,Gd,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.384218830913648,239000
1376,Gd,TA,Mn,Rec,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.418614785498987,91000
1377,TA,TA,No,LwQ,BLQ,Ex,Y,TA,Min2,None,Unf,TA,None,None,None,11.669929213779893,117000
1378,TA,Fa,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.326595886778735,83000
1379,Gd,TA,No,Unf,Unf,Gd,Y,Gd,Typ,None,Fin,TA,None,None,None,12.028738630247258,167500
1380,TA,Fa,No,Rec,Unf,TA,N,TA,Typ,None,Unf,Fa,None,None,None,10.976782033219948,58500
1381,TA,TA,Mn,BLQ,Unf,Ex,Y,TA,Typ,Gd,Fin,TA,None,None,None,12.377922902456833,237500
1382,Fa,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.964001084330445,157000
1383,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.626254150277232,112000
1384,TA,TA,Mn,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.56171562913966,105000
1385,TA,TA,No,BLQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,MnPrv,None,11.740061037553975,125500
1386,Gd,TA,No,BLQ,LwQ,TA,Y,Gd,Typ,TA,RFn,TA,Fa,MnPrv,TenC,12.429216196844383,250000
1387,TA,TA,No,Rec,LwQ,TA,N,Gd,Typ,Gd,Unf,TA,None,GdWo,None,11.820410164718188,136000
1388,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.841325847671216,377500
1389,TA,Gd,No,ALQ,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.782952602183288,131000
1390,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.367340793126296,235000
1391,TA,TA,No,Unf,Unf,TA,Y,TA,Mod,None,Unf,TA,None,None,None,11.728036844587175,124000
1392,TA,TA,Av,ALQ,Unf,TA,Y,TA,Typ,Po,RFn,TA,None,MnWw,None,11.719939634354555,123000
1393,Fa,TA,No,Unf,Unf,Ex,N,TA,Typ,TA,Unf,TA,None,None,None,12.0015054797889,163000
1394,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.415433652431746,246578
1395,Gd,Gd,Gd,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.54686766829102,281213
1396,TA,TA,Av,BLQ,Rec,TA,Y,TA,Min1,TA,Unf,TA,None,None,None,11.982929094215963,160000
1397,TA,TA,Mn,Unf,Unf,Ex,Y,TA,Typ,None,Unf,Fa,None,None,None,11.831379196088763,137500
1398,TA,TA,No,Rec,BLQ,Gd,Y,TA,Min1,None,Unf,TA,None,GdPrv,None,11.835008964139341,138000
1399,TA,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,MnPrv,None,11.83101549359339,137450
1400,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.695247021764184,120000
1401,TA,TA,No,GLQ,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.170445467887022,193000
1402,Gd,Gd,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.174989532116426,193879
1403,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.552926520261092,282922
1404,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.56171562913966,105000
1405,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.524526376648708,275000
1406,Gd,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.79810440720389,133000
1407,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,None,None,None,MnPrv,None,11.626254150277232,112000
1408,Fa,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.740061037553975,125500
1409,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,MnPrv,None,12.2783933071098,215000
1410,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.345834587905333,230000
1411,TA,TA,No,BLQ,Unf,Ex,Y,TA,Min2,None,Unf,TA,None,MnPrv,None,11.84939770159144,140000
1412,None,None,None,None,None,Fa,N,TA,Typ,None,Unf,TA,None,None,None,11.407564949312402,90000
1413,Gd,Gd,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.456831363877356,257000
1414,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.240474072247506,207000
1415,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.077670930725649,175900
1416,TA,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.715866308966918,122500
1417,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.736700896592344,340000
1418,TA,TA,No,BLQ,Rec,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.728036844587175,124000
1419,TA,TA,Av,Rec,Unf,Gd,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.314927050442256,223000
1420,TA,TA,No,ALQ,Unf,Gd,Y,TA,Typ,TA,RFn,TA,None,None,None,12.100156419938624,179900
1421,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,Fa,RFn,TA,None,None,None,11.755871643580617,127500
1422,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,11.824079893607152,136500
1423,Gd,TA,Av,Unf,Unf,TA,Y,Gd,Typ,Gd,Unf,Gd,Gd,GdPrv,None,12.524417279788771,274970
1424,TA,TA,No,ALQ,Rec,TA,Y,TA,Min1,TA,Unf,TA,None,GdWo,None,11.877568578558138,144000
1425,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.863582336583399,142000
1426,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.509874099861838,271000
1427,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.84939770159144,140000
1428,TA,TA,No,BLQ,Unf,TA,Y,Gd,Typ,Gd,Unf,TA,None,MnPrv,None,11.686878772093667,119000
1429,Gd,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.116694834378958,182900
1430,Gd,Gd,Av,Unf,Unf,Ex,Y,TA,Typ,Gd,Fin,TA,None,None,None,12.16597955196373,192140
1431,Gd,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.875830958659597,143750
1432,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,Fa,None,None,None,11.074420502783864,64500
1433,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.136186518066006,186500
1434,TA,TA,No,ALQ,Unf,Fa,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.982929094215963,160000
1435,TA,TA,No,Unf,Unf,TA,Y,Gd,Typ,Gd,RFn,TA,None,GdPrv,None,12.066810578196666,174000
1436,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.699405031912846,120500
1437,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.885670953244288,394617
1438,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.91638857040772,149700
1439,TA,TA,No,GLQ,Rec,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.190959007720126,197000
1440,Ex,TA,No,Unf,Unf,Fa,Y,TA,Min1,Gd,Fin,TA,None,None,None,12.160028707028767,191000
1441,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,11.913712983527281,149300
1442,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.644327576461329,310000
1443,TA,TA,No,Unf,Unf,Fa,N,Fa,Typ,Gd,Unf,Po,None,None,None,11.703545824578878,121000
1444,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.098487434850236,179600
1445,TA,TA,Gd,LwQ,Rec,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.76756768334381,129000
1446,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.969717200243734,157900
1447,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.388394202324129,240000
1448,Fa,TA,No,Unf,Unf,Gd,N,TA,Min2,None,Unf,TA,None,GdWo,None,11.626254150277232,112000
1449,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,None,None,None,None,None,None,11.429543856031177,92000
1450,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.820410164718188,136000
1451,Gd,TA,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.567551034433226,287090
1452,Gd,TA,Gd,GLQ,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.884489021402711,145000
1453,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.344506813345266,84500
1454,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.128111104060462,185000
1455,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,12.072541252905651,175000
1456,Gd,TA,No,ALQ,Rec,TA,Y,TA,Min1,TA,Unf,TA,None,MnPrv,None,12.254862809699606,210000
1457,TA,Gd,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,GdPrv,Shed,12.493129522588037,266500
1458,TA,TA,Mn,GLQ,Rec,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,11.864462231052837,142125
1459,TA,TA,No,BLQ,LwQ,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.901583454762012,147500
